Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Shipping Cost
6139,CA-2016-131247,3/30/2016,4/4/2016,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,San Francisco,California,94110,West,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,"205,666",2,"0,15","-12,098","24,49"
6140,US-2017-113593,4/18/2017,4/20/2017,First Class,NC-18415,Nathan Cano,Consumer,United States,Santa Maria,California,93454,West,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,"115,44",3,0,"30,0144",2
6141,CA-2019-121083,7/9/2019,7/15/2019,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Manchester,Connecticut,6040,East,OFF-PA-10001497,Office Supplies,Paper,Xerox 1914,"274,8",5,0,"134,652","6,88"
6142,CA-2019-121083,7/9/2019,7/15/2019,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Manchester,Connecticut,6040,East,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,"195,64",4,0,"3,9128","0,49"
6143,CA-2019-121083,7/9/2019,7/15/2019,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Manchester,Connecticut,6040,East,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,"257,98",2,0,"74,8142","0,99"
6144,CA-2019-121083,7/9/2019,7/15/2019,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Manchester,Connecticut,6040,East,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,"119,04",6,0,"48,8064","0,49"
6145,CA-2019-151190,6/27/2019,7/1/2019,Standard Class,GT-14710,Greg Tran,Consumer,United States,Omaha,Nebraska,68104,Central,OFF-PA-10000575,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page","20,07",3,0,"9,2322",14
6146,CA-2016-133543,12/22/2016,12/26/2016,Standard Class,KM-16660,Khloe Miller,Consumer,United States,San Jose,California,95123,West,OFF-AR-10003394,Office Supplies,Art,Newell 332,"11,76",4,0,"3,1752","15,1"
6147,CA-2019-105130,11/21/2019,11/25/2019,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,San Francisco,California,94122,West,OFF-AR-10003394,Office Supplies,Art,Newell 332,"11,76",4,0,"3,1752","19,99"
6148,CA-2019-105130,11/21/2019,11/25/2019,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,"40,736",2,"0,2","14,7668","8,78"
6149,CA-2018-161928,6/27/2018,6/29/2018,Second Class,AC-10660,Anna Chung,Consumer,United States,San Francisco,California,94109,West,TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System,"201,584",2,"0,2","12,599","5,81"
6150,CA-2019-101322,12/28/2019,12/31/2019,First Class,JG-15310,Jason Gross,Corporate,United States,Long Beach,California,90805,West,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,"340,704",6,"0,2","-34,0704","3,99"
6151,US-2018-106600,4/8/2018,4/11/2018,First Class,RM-19375,Raymond Messe,Consumer,United States,Columbus,Georgia,31907,South,FUR-BO-10001608,Furniture,Bookcases,"Hon Metal Bookcases, Black","354,9",5,0,"88,725","0,99"
6152,CA-2016-111871,3/18/2016,3/21/2016,Second Class,EK-13795,Eileen Kiefer,Home Office,United States,San Francisco,California,94110,West,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","1198,33",10,"0,15","70,49","8,99"
6153,CA-2019-139437,7/3/2019,7/8/2019,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Los Angeles,California,90004,West,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,"87,92",4,0,"0,8792","0,99"
6154,CA-2019-151484,4/20/2019,4/23/2019,First Class,CV-12805,Cynthia Voltz,Corporate,United States,Philadelphia,Pennsylvania,19120,East,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""","51,968",2,"0,2","10,3936","55,81"
6155,CA-2019-151484,4/20/2019,4/23/2019,First Class,CV-12805,Cynthia Voltz,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black","51,336",3,"0,2","5,7753","3,44"
6156,CA-2019-151484,4/20/2019,4/23/2019,First Class,CV-12805,Cynthia Voltz,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,"332,704",1,"0,2","33,2704","3,37"
6157,CA-2019-151484,4/20/2019,4/23/2019,First Class,CV-12805,Cynthia Voltz,Corporate,United States,Philadelphia,Pennsylvania,19120,East,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock","42,408",3,"0,2","9,5418","6,28"
6158,CA-2018-104150,8/3/2018,8/5/2018,Second Class,AG-10330,Alex Grayson,Consumer,United States,Tulsa,Oklahoma,74133,Central,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White","81,54",3,0,"38,3238","7,86"
6159,CA-2018-104150,8/3/2018,8/5/2018,Second Class,AG-10330,Alex Grayson,Consumer,United States,Tulsa,Oklahoma,74133,Central,TEC-AC-10004803,Technology,Accessories,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,"167,28",12,0,"23,4192","1,25"
6160,CA-2018-161025,12/3/2018,12/9/2018,Standard Class,GM-14440,Gary McGarr,Consumer,United States,Los Angeles,California,90049,West,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,"772,68",4,0,"108,1752","10,91"
6161,CA-2016-103989,3/19/2016,3/21/2016,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,33801,South,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,"323,976",3,"0,2","28,3479","8,37"
6162,CA-2016-103989,3/19/2016,3/21/2016,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,33801,South,OFF-LA-10000443,Office Supplies,Labels,Avery 501,"11,808",4,"0,2","3,9852","7,17"
6163,CA-2016-103989,3/19/2016,3/21/2016,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,33801,South,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,"26,16",3,"0,2","1,962","6,12"
6164,CA-2016-103989,3/19/2016,3/21/2016,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,33801,South,OFF-BI-10001196,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black","33,57",5,"0,7","-25,737","1,39"
6165,CA-2016-103989,3/19/2016,3/21/2016,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,33801,South,FUR-FU-10003981,Furniture,Furnishings,Eldon Wave Desk Accessories,"4,992",3,"0,2","1,3728","5,68"
6166,CA-2016-103989,3/19/2016,3/21/2016,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,33801,South,FUR-FU-10002508,Furniture,Furnishings,Document Clip Frames,"20,016",3,"0,2","5,5044",60
6167,CA-2016-103989,3/19/2016,3/21/2016,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,33801,South,TEC-AC-10002647,Technology,Accessories,"Logitech Wireless Boombox Speaker - portable - wireless, wired","170,24",2,"0,2","53,2","1,49"
6168,CA-2017-142433,4/20/2017,4/25/2017,Standard Class,ES-14020,Erica Smith,Consumer,United States,Houston,Texas,77036,Central,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,"117,456",3,"0,2","44,046","5,72"
6169,CA-2017-132815,9/19/2017,9/22/2017,Second Class,RW-19540,Rick Wilson,Corporate,United States,Los Angeles,California,90008,West,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,"22,96",2,0,"11,2504","6,88"
6170,CA-2016-101266,8/27/2016,8/30/2016,Second Class,MM-17920,Michael Moore,Consumer,United States,Springfield,Virginia,22153,South,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,"13,36",2,0,"6,4128","66,67"
6171,CA-2018-141523,12/19/2018,12/24/2018,Second Class,MH-17440,Mark Haberlin,Corporate,United States,New York City,New York,10035,East,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand","34,248",3,"0,2","11,5587","36,09"
6172,CA-2018-141523,12/19/2018,12/24/2018,Second Class,MH-17440,Mark Haberlin,Corporate,United States,New York City,New York,10035,East,OFF-AR-10001545,Office Supplies,Art,Newell 326,"3,52",2,0,"1,0208","7,09"
6173,US-2016-106299,8/2/2016,8/8/2016,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Springfield,Missouri,65807,Central,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,"26,7",5,0,"12,549","19,99"
6174,US-2016-106299,8/2/2016,8/8/2016,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Springfield,Missouri,65807,Central,TEC-AC-10003237,Technology,Accessories,Memorex Micro Travel Drive 4 GB,"21,2",2,0,"9,116","1,35"
6175,US-2016-106299,8/2/2016,8/8/2016,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Springfield,Missouri,65807,Central,OFF-ST-10002011,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,"838,38",2,0,"226,3626","6,32"
6176,CA-2017-158421,9/21/2017,9/26/2017,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,"1690,04",4,0,"422,51","2,58"
6177,CA-2017-158421,9/21/2017,9/26/2017,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,"85,96",7,0,"24,0688","2,5"
6178,CA-2017-158421,9/21/2017,9/26/2017,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,OFF-EN-10001453,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box","121,96",2,0,"57,3212","8,99"
6179,CA-2017-158421,9/21/2017,9/26/2017,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,OFF-PA-10001801,Office Supplies,Paper,Xerox 193,"23,92",4,0,"11,7208","0,5"
6180,CA-2017-158421,9/21/2017,9/26/2017,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,"63,96",2,0,"6,396","14,36"
6181,CA-2017-158421,9/21/2017,9/26/2017,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,TEC-PH-10000369,Technology,Phones,HTC One Mini,"629,95",5,0,"176,386","19,99"
6182,CA-2017-158421,9/21/2017,9/26/2017,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,"113,73",3,0,"32,9817","7,42"
6183,CA-2017-158421,9/21/2017,9/26/2017,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders","14,6",2,0,"6,862","3,99"
6184,CA-2017-158421,9/21/2017,9/26/2017,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,OFF-ST-10004186,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D","887,84",8,0,"17,7568",5
6185,CA-2018-143609,12/11/2018,12/13/2018,First Class,DB-13270,Deborah Brumfield,Home Office,United States,Portland,Oregon,97206,West,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray","403,92",5,"0,2","25,245","9,37"
6186,CA-2017-138331,8/7/2017,8/12/2017,Standard Class,JK-15625,Jim Karlsson,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,"106,8",10,"0,2","10,68","10,75"
6187,CA-2017-138954,11/15/2017,11/17/2017,First Class,MH-17785,Maya Herman,Corporate,United States,New York City,New York,10035,East,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,"70,95",3,0,"20,5755","5,81"
6188,CA-2017-138954,11/15/2017,11/17/2017,First Class,MH-17785,Maya Herman,Corporate,United States,New York City,New York,10035,East,OFF-BI-10003963,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,"34,944",6,"0,2","11,7936","15,68"
6189,CA-2017-138954,11/15/2017,11/17/2017,First Class,MH-17785,Maya Herman,Corporate,United States,New York City,New York,10035,East,OFF-AR-10001955,Office Supplies,Art,Newell 319,"119,04",6,0,"35,712","6,75"
6190,CA-2019-157903,4/4/2019,4/8/2019,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Des Plaines,Illinois,60016,Central,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,"383,84",4,"0,2","47,98","143,71"
6191,CA-2018-157259,12/24/2018,12/28/2018,Standard Class,JM-15535,Jessica Myrick,Consumer,United States,New York City,New York,10035,East,FUR-FU-10003192,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,"799,56",9,0,"207,8856","8,51"
6192,CA-2019-107986,12/13/2019,12/13/2019,Same Day,MW-18220,Mitch Webber,Consumer,United States,Seattle,Washington,98103,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,"31,44",3,0,"8,4888","8,99"
6193,CA-2019-104927,12/22/2019,12/26/2019,Standard Class,AG-10330,Alex Grayson,Consumer,United States,Houston,Texas,77095,Central,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,"25,92",5,"0,2","9,072","7,69"
6194,CA-2019-104927,12/22/2019,12/26/2019,Standard Class,AG-10330,Alex Grayson,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips","6,33",5,"0,8","-9,8115","8,99"
6195,CA-2019-104927,12/22/2019,12/26/2019,Standard Class,AG-10330,Alex Grayson,Consumer,United States,Houston,Texas,77095,Central,OFF-PA-10000176,Office Supplies,Paper,Xerox 1887,"75,88",5,"0,2","26,558","8,08"
6196,CA-2019-113453,10/21/2019,10/28/2019,Standard Class,CM-12160,Charles McCrossin,Consumer,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,"329,988",2,"0,4","-76,9972","8,99"
6197,CA-2019-113453,10/21/2019,10/28/2019,Standard Class,CM-12160,Charles McCrossin,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-ST-10000352,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,"71,376",3,"0,2","-4,461",35
6198,CA-2017-149909,11/13/2017,11/17/2017,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Columbus,Indiana,47201,Central,OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""","63,77",7,0,"28,6965","3,99"
6199,CA-2017-149909,11/13/2017,11/17/2017,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Columbus,Indiana,47201,Central,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,"50,97",3,0,"13,2522","4,59"
6200,CA-2017-149909,11/13/2017,11/17/2017,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Columbus,Indiana,47201,Central,OFF-PA-10001790,Office Supplies,Paper,Xerox 1910,"96,08",2,0,"46,1184","4,98"
6201,CA-2017-146675,4/16/2017,4/20/2017,Standard Class,SB-20185,Sarah Brown,Consumer,United States,Evanston,Illinois,60201,Central,TEC-CO-10001766,Technology,Copiers,Canon PC940 Copier,"1439,968",4,"0,2","485,9892","70,2"
6202,CA-2017-146675,4/16/2017,4/20/2017,Standard Class,SB-20185,Sarah Brown,Consumer,United States,Evanston,Illinois,60201,Central,TEC-AC-10004396,Technology,Accessories,Logitech Keyboard K120,"43,56",3,"0,2","-4,9005","2,5"
6203,CA-2018-118332,12/16/2018,12/23/2018,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Apple Valley,California,92307,West,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,"563,92",5,"0,2","7,049","4,98"
6204,CA-2018-133669,10/21/2018,10/27/2018,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,Columbus,Ohio,43229,East,TEC-PH-10001305,Technology,Phones,Panasonic KX TS208W Corded phone,"235,152",8,"0,4","-47,0304",30
6205,CA-2019-145660,12/1/2019,12/3/2019,First Class,MG-17650,Matthew Grinstein,Home Office,United States,Marion,Ohio,43302,East,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,"7,712",2,"0,2","1,7352","3,5"
6206,CA-2018-133697,10/20/2018,10/24/2018,Second Class,CM-12445,Chuck Magee,Consumer,United States,Houston,Texas,77095,Central,OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""","51,016",7,"0,2","15,9425","0,96"
6207,CA-2018-133697,10/20/2018,10/24/2018,Second Class,CM-12445,Chuck Magee,Consumer,United States,Houston,Texas,77095,Central,OFF-FA-10003112,Office Supplies,Fasteners,Staples,"25,248",4,"0,2","7,89","9,07"
6208,CA-2018-133697,10/20/2018,10/24/2018,Second Class,CM-12445,Chuck Magee,Consumer,United States,Houston,Texas,77095,Central,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,"56,686",1,"0,3","-14,5764","1,23"
6209,CA-2019-148138,9/29/2019,10/3/2019,Standard Class,ME-18010,Michelle Ellison,Corporate,United States,Marion,Ohio,43302,East,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,"51,168",2,"0,2","-6,396",35
6210,CA-2019-119809,8/18/2019,8/25/2019,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Seattle,Washington,98103,West,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,"2793,528",9,"0,2","942,8157","2,5"
6211,CA-2019-119809,8/18/2019,8/25/2019,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Seattle,Washington,98103,West,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,"1000,02",7,0,"290,0058","0,5"
6212,CA-2019-119809,8/18/2019,8/25/2019,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Seattle,Washington,98103,West,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown","65,94",3,0,"22,4196","1,93"
6213,CA-2019-149944,11/12/2019,11/16/2019,Second Class,MB-17305,Maria Bertelson,Consumer,United States,Longview,Washington,98632,West,OFF-FA-10003495,Office Supplies,Fasteners,Staples,"18,24",3,0,"9,12","5,03"
6214,CA-2019-149944,11/12/2019,11/16/2019,Second Class,MB-17305,Maria Bertelson,Consumer,United States,Longview,Washington,98632,West,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,"76,12",2,0,"22,0748","5,79"
6215,CA-2016-128538,10/11/2016,10/15/2016,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Redondo Beach,California,90278,West,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes","7,64",1,0,"3,7436","3,62"
6216,CA-2017-161711,11/28/2017,12/3/2017,Standard Class,MC-17425,Mark Cousins,Corporate,United States,New York City,New York,10035,East,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock","68,16",3,0,"27,9456","6,5"
6217,CA-2017-161711,11/28/2017,12/3/2017,Standard Class,MC-17425,Mark Cousins,Corporate,United States,New York City,New York,10035,East,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,"62,24",8,0,"29,2528","9,54"
6218,US-2017-129553,7/27/2017,8/2/2017,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,Louisville,Kentucky,40214,South,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,"29,97",3,0,"0,2997","6,75"
6219,CA-2018-160220,10/20/2018,10/26/2018,Standard Class,JS-16030,Joy Smith,Consumer,United States,Trenton,Michigan,48183,Central,TEC-PH-10001300,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4","125,7",6,0,"35,196","8,99"
6220,CA-2018-160220,10/20/2018,10/26/2018,Standard Class,JS-16030,Joy Smith,Consumer,United States,Trenton,Michigan,48183,Central,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,"191,98",2,0,"51,8346","6,96"
6221,CA-2018-160220,10/20/2018,10/26/2018,Standard Class,JS-16030,Joy Smith,Consumer,United States,Trenton,Michigan,48183,Central,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,"20,86",7,0,"1,4602","9,47"
6222,US-2019-157224,9/14/2019,9/18/2019,Second Class,JB-16000,Joy Bell-,Consumer,United States,Los Angeles,California,90045,West,OFF-LA-10000121,Office Supplies,Labels,Avery 48,"56,7",9,0,"26,082","14,48"
6223,CA-2019-140627,12/23/2019,12/27/2019,Standard Class,DK-12985,Darren Koutras,Consumer,United States,Hendersonville,Tennessee,37075,South,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock","72,704",4,"0,2","19,0848","0,5"
6224,CA-2019-140627,12/23/2019,12/27/2019,Standard Class,DK-12985,Darren Koutras,Consumer,United States,Hendersonville,Tennessee,37075,South,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,"12,264",7,"0,2","1,0731","11,15"
6225,CA-2019-140627,12/23/2019,12/27/2019,Standard Class,DK-12985,Darren Koutras,Consumer,United States,Hendersonville,Tennessee,37075,South,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,"218,352",3,"0,2","-54,588","6,93"
6226,CA-2017-133445,10/5/2017,10/9/2017,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,Portland,Oregon,97206,West,FUR-BO-10003660,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled","66,294",1,"0,7","-103,8606","8,17"
6227,CA-2017-133445,10/5/2017,10/9/2017,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,Portland,Oregon,97206,West,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,"291,168",4,"0,2","-14,5584",4
6228,CA-2016-148782,11/2/2016,11/7/2016,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,Irving,Texas,75061,Central,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural","88,776",3,"0,2","7,7679","1,22"
6229,CA-2018-148208,1/22/2018,1/27/2018,Standard Class,BT-11530,Bradley Talbott,Home Office,United States,Cleveland,Ohio,44105,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,"110,376",4,"0,4","-20,2356","0,7"
6230,CA-2018-148208,1/22/2018,1/27/2018,Standard Class,BT-11530,Bradley Talbott,Home Office,United States,Cleveland,Ohio,44105,East,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack","55,176",3,"0,2","15,8631","9,03"
6231,CA-2019-127656,7/11/2019,7/17/2019,Standard Class,NW-18400,Natalie Webber,Consumer,United States,Waterloo,Iowa,50701,Central,OFF-AR-10001166,Office Supplies,Art,Staples in misc. colors,"30,32",4,0,"11,8248","4,86"
6232,US-2019-142188,9/11/2019,9/11/2019,Same Day,JF-15415,Jennifer Ferguson,Consumer,United States,Seattle,Washington,98105,West,FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,"177,568",2,"0,2","8,8784","7,73"
6233,US-2019-142188,9/11/2019,9/11/2019,Same Day,JF-15415,Jennifer Ferguson,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,"19,44",3,0,"9,3312","19,99"
6234,US-2019-142188,9/11/2019,9/11/2019,Same Day,JF-15415,Jennifer Ferguson,Consumer,United States,Seattle,Washington,98105,West,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,"71,28",11,0,"34,2144","3,62"
6235,US-2019-142188,9/11/2019,9/11/2019,Same Day,JF-15415,Jennifer Ferguson,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,"1471,96",5,"0,2","459,9875","6,77"
6236,US-2019-142188,9/11/2019,9/11/2019,Same Day,JF-15415,Jennifer Ferguson,Consumer,United States,Seattle,Washington,98105,West,TEC-PH-10000127,Technology,Phones,iOttie XL Car Mount,"79,96",5,"0,2","-17,991","13,99"
6237,CA-2018-144400,2/23/2018,2/27/2018,Standard Class,AC-10420,Alyssa Crouse,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13","57,576",3,"0,2","21,591",4
6238,US-2018-155180,1/22/2018,1/29/2018,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,New York City,New York,10009,East,OFF-BI-10004506,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,"26,336",4,"0,2","9,2176","6,72"
6239,CA-2017-134075,12/12/2017,12/16/2017,Standard Class,HA-14905,Helen Abelman,Consumer,United States,San Jose,California,95123,West,FUR-FU-10004597,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,"166,5",3,0,"21,645","2,27"
6240,CA-2017-134075,12/12/2017,12/16/2017,Standard Class,HA-14905,Helen Abelman,Consumer,United States,San Jose,California,95123,West,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,"360,38",2,0,"93,6988","4,62"
6241,US-2018-131912,10/29/2018,11/1/2018,Second Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""","11,744",1,"0,2","3,8168","5,94"
6242,CA-2019-141572,5/28/2019,5/31/2019,Second Class,LO-17170,Lori Olson,Corporate,United States,Concord,New Hampshire,3301,East,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2","247,44",8,0,"101,4504","7,18"
6243,CA-2016-134621,12/21/2016,12/28/2016,Standard Class,DP-13390,Dennis Pardue,Home Office,United States,Columbia,Tennessee,38401,South,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,"18,24",2,"0,7","-14,592","0,5"
6244,CA-2018-165561,11/24/2018,11/28/2018,Standard Class,CR-12580,Clay Rozendal,Home Office,United States,Bellevue,Washington,98006,West,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors","25,35",3,0,"7,605","8,6"
